First Name,Email ID,Quantity,Events,Attendee Status,College Name,How did you come to know about this event?,"Specify in ""Others"" (how did you come to know about this event)",Designation,Year of Graduation,City,CGPA,Experience with python (Months),Family Income,Expected salary (Lac),Leadership- skills,Family Income Numeric
Pratik,pratik@xyz.com,1,Art of Resume Building,Attending,New horizon institute of Technology and Management ,Whatsapp,College,Students,2024,Santipur,7.4,3,0-2 Lakh,30,yes,1.0
PRAMOD,pramod@xyz.com,1,Art of Resume Building,Attending,Late G. N. Sapkal College Of Engineering,Whatsapp,College,Students,2025,Siliguri,8.3,4,0-2 Lakh,24,yes,1.0
Samiksha,samiksha@xyz.com,1,Art of Resume Building,Attending,"Symbiosis Institute of Technology, Pune",Others,College,Students,2023,Silguri,7.4,3,0-2 Lakh,8,no ,1.0
Rucha,rucha@xyz.com,1,Art of Resume Building,Attending,"MIT Academy Of Engineering ,Alandi",Whatsapp,College,Students,2026,Siuri,6.7,3,0-2 Lakh,19,no ,1.0
Darshan ,darshan@xyz.com,1,Art of Resume Building,Attending,Wilson college ,Whatsapp,College,Students,2025,Talmuk,9.7,7,0-2 Lakh,17,yes,1.0
Ankita,ankita@xyz.com,1,Art of Resume Building,Attending,"LD College of engineering, Ahmedabad, Gujarat ",Email,College,Students,2024,Siuri,7.9,7,0-2 Lakh,18,no,1.0
Hemant,hemant@xyz.com,1,Art of Resume Building,Attending,DKTE Society's Textile And Engineering Institute Ichalkaranji,Whatsapp,College,Students,2023,Titagrah,7.2,3,0-2 Lakh,9,no,1.0
Ritik ,ritik@xyz.com,1,Art of Resume Building,Attending,"LD College of engineering, Ahmedabad, Gujarat ",Email,College,Students,2023,Orchha,7.1,4,0-2 Lakh,8,no,1.0
Snehal,snehal@xyz.com,1,Art of Resume Building,Attending,G H Raisoni institut of engineering and technology pune,Whatsapp,College,Students,2025,Sagar,8.7,4,0-2 Lakh,8,yes,1.0
Vedant,vedant@xyz.com,1,Art of Resume Building,Attending,GOVERNMENT POLYTECHNIC GANDHINAGAR,Whatsapp,College,Students,2024,Satna,8.7,7,0-2 Lakh,8,no,1.0
Philip,philip@xyz.com,1,Art of Resume Building,Attending,"Vishwakarma Institute of Technology, Pune",Email,College,Students,2026,Vidisha,6.8,5,0-2 Lakh,6,no,1.0
vaibhav,vaibhav@xyz.com,1,Art of Resume Building,Attending,"KLE Society's College of BCA, RLS Institute, Belagavi",Email | Cloud Counselage Website,College,Students,2023,Akola,7.1,7,0-2 Lakh,7,no,1.0
Riya,riya@xyz.com,1,Art of Resume Building,Attending,"Priyadarshini college of engineering, Nagpur ",Email,College,Students,2023,Aurangabad,8.5,3,0-2 Lakh,7,no,1.0
Priyanka,priyanka@xyz.com,1,Art of Resume Building,Attending,St.Francis Institute of Technology,Email,College,Students,2025,Bhandara,9.1,7,0-2 Lakh,28,yes,1.0
Vishal,vishal@xyz.com,1,Art of Resume Building,Attending,"MIT Academy Of Engineering ,Alandi",Others,College,Students,2023,Dhule,8.2,3,0-2 Lakh,7,yes,1.0
Payal ,payal@xyz.com,1,Art of Resume Building,Attending,"MIT Academy Of Engineering ,Alandi",Email,College,Students,2023,Mumbai,7.4,5,0-2 Lakh,8,yes,1.0
akanksha,akanksha@xyz.com,1,Art of Resume Building,Attending,"MIT Academy Of Engineering ,Alandi",Email,College,Students,2023,Nagpur,7.3,5,0-2 Lakh,11,no,1.0
Pooja,pooja@xyz.com,1,Art of Resume Building,Attending,"MIT Academy Of Engineering ,Alandi",Email,College,Students,2025,Nanded,8.6,7,0-2 Lakh,20,no,1.0
Ajinkya,ajinkya@xyz.com,1,Art of Resume Building,Attending,A. C. Patil College of Engineering,Whatsapp,College,Students,2025,Amritsar,7.8,3,0-2 Lakh,7,no,1.0
Sapana,sapana@xyz.com,1,Art of Resume Building,Attending,Wilson college ,Whatsapp,College,Students,2024,Patiala,7.9,7,0-2 Lakh,9,no,1.0
AKANKSHA,akanksha@xyz.com,1,Art of Resume Building,Attending,DKTE Society's Textile And Engineering Institute Ichalkaranji,Whatsapp,College,Students,2026,Ajmer,8.1,7,0-2 Lakh,8,yes,1.0
MAHESH,mahesh@xyz.com,1,Art of Resume Building,Attending,"THAKUR INSTITUTE OF MANAGEMENT STUDIES, CAREER DEVELOPMENT & RESEARCH - [TIMSCDR]",Email,College,Students,2023,Amer,9.5,4,0-2 Lakh,9,no ,1.0
Vaishnavi,vaishnavi@xyz.com,1,Art of Resume Building,Attending,LOKMANYA TILAK COLLEGE OF ENGINEERING KOPARKHAIRANE NAVI MUMBAI,Whatsapp,College,Students,2025,Barmer,9.8,3,0-2 Lakh,13,no ,1.0
Shruti,shruti@xyz.com,1,Art of Resume Building,Attending,ADHIYAMAAN COLLEGE OF ENGINEERING,Whatsapp,College,Students,2026,Jodhpur,7.2,4,0-2 Lakh,20,no,1.0
Sunny,sunny@xyz.com,1,Art of Resume Building,Attending,Don Bosco College of Engineering Fatorda Goa,Whatsapp,College,Students,2023,Kota,9.5,4,0-2 Lakh,20,yes,1.0
kajal ,kajal@xyz.com,1,Art of Resume Building,Attending,St Xavier's College ,Whatsapp,College,Students,2025,Sikar,8.4,4,0-2 Lakh,16,no,1.0
Sanika,sanika@xyz.com,1,Art of Resume Building,Attending,"Vidyalankar Institute of Technology, Mumbai",Email,College,Students,2023,Ahemdabad,9.9,7,0-2 Lakh,16,no,1.0
Shruti,shruti@xyz.com,1,Art of Resume Building,Attending,A. C. Patil College of Engineering,Email,College,Students,2024,Dwarka,6.7,7,0-2 Lakh,9,no,1.0
Omkar,omkar@xyz.com,1,Art of Resume Building,Attending,Wilson college ,Email,College,Students,2025,Godhra,7.6,3,0-2 Lakh,7,yes,1.0
Snehal,snehal@xyz.com,1,Art of Resume Building,Attending,"LD College of engineering, Ahmedabad, Gujarat ",Email,College,Students,2023,Jamnagar,8.3,7,0-2 Lakh,8,yes,1.0
Louis,louis@xyz.com,1,Art of Resume Building,Attending,DKTE Society's Textile And Engineering Institute Ichalkaranji,Facebook,College,Students,2023,Junagadh,6.3,4,0-2 Lakh,6,no ,1.0
Manisha,manisha@xyz.com,1,Art of Resume Building,Attending,"LD College of engineering, Ahmedabad, Gujarat ",Whatsapp,College,Students,2026,Kheda,8.9,4,0-2 Lakh,8,no ,1.0
Rahul,rahul@xyz.com,1,Art of Resume Building,Attending,G H Raisoni institut of engineering and technology pune,Others,College,Students,2025,Morbi,9.5,5,0-2 Lakh,21,yes,1.0
Parag,parag@xyz.com,1,Art of Resume Building,Attending,GOVERNMENT POLYTECHNIC GANDHINAGAR,Cloud Counselage Website,College,Students,2024,Nadiad,8.5,4,0-2 Lakh,5,yes,1.0
ANKITA,ankita@xyz.com,1,Art of Resume Building,Attending,"B. K. Birla College of Arts, Science & Commerce (Autonomous), Kalyan",Email,College,Students,2024,Navsari,8.5,5,0-2 Lakh,21,no,1.0
Dhanashri,dhanashri@xyz.com,1,Art of Resume Building,Attending,"Vishwakarma Institute of Technology, Pune",Whatsapp | Email,College,Students,2023,Okha,8.8,4,0-2 Lakh,23,no,1.0
Ayushi,ayushi@xyz.com,1,Art of Resume Building,Attending,"KLE Society's College of BCA, RLS Institute, Belagavi",Whatsapp,College,Students,2025,Rajkot,7.9,4,0-2 Lakh,9,no,1.0
Raghav,raghav@xyz.com,1,Art of Resume Building,Attending,St.Francis Institute of Technology,Whatsapp,College,Students,2025,Valsad,8.3,5,0-2 Lakh,5,no,1.0
Chetan,chetan@xyz.com,1,Art of Resume Building,Attending,New horizon institute of Technology and Management ,Whatsapp,College,Students,2024,Ambala,6.4,4,0-2 Lakh,8,no,1.0
Shruti,shruti@xyz.com,1,Art of Resume Building,Attending,Late G. N. Sapkal College Of Engineering,Whatsapp,College,Students,2026,Chandigarh,7.5,7,0-2 Lakh,19,no,1.0
Sharvari,sharvari@xyz.com,1,Art of Resume Building,Attending,"Symbiosis Institute of Technology, Pune",Whatsapp,College,Students,2024,Faridabad,7.7,4,0-2 Lakh,18,no,1.0
Tejas,tejas@xyz.com,1,Art of Resume Building,Attending,Wilson college ,Whatsapp,College,Students,2025,Jind,7.9,5,0-2 Lakh,8,yes,1.0
Sonal,sonal@xyz.com,1,Art of Resume Building,Attending,"LD College of engineering, Ahmedabad, Gujarat ",Whatsapp,College,Students,2025,Kaithal,7.7,5,0-2 Lakh,9,no ,1.0
YASH,yash@xyz.com,1,Art of Resume Building,Attending,"MIT Academy Of Engineering ,Alandi",Whatsapp,College,Students,2026,Agartala,9.2,3,0-2 Lakh,17,yes,1.0
Amey,amey@xyz.com,1,Art of Resume Building,Attending,A. C. Patil College of Engineering,Whatsapp,College,Students,2024,Agra,7.6,5,0-2 Lakh,13,yes,1.0
Yash,yash@xyz.com,1,Art of Resume Building,Attending,DKTE Society's Textile And Engineering Institute Ichalkaranji,Whatsapp,College,Students,2025,Ghazipur,6.9,7,0-2 Lakh,19,no,1.0
Rutuja,rutuja@xyz.com,1,Art of Resume Building,Attending,"THAKUR INSTITUTE OF MANAGEMENT STUDIES, CAREER DEVELOPMENT & RESEARCH - [TIMSCDR]",Others,College,Students,2024,Ghaziabad,9.2,3,0-2 Lakh,18,yes,1.0
Yash,yash@xyz.com,1,Art of Resume Building,Attending,LOKMANYA TILAK COLLEGE OF ENGINEERING KOPARKHAIRANE NAVI MUMBAI,Whatsapp,College,Students,2025,Gonda,6.9,7,0-2 Lakh,12,no,1.0
Monika,monika@xyz.com,1,Art of Resume Building,Attending,Silicon Institute of Technology,Youtube,College,Students,2024,Budaun,7.5,5,0-2 Lakh,7,no,1.0
Yogesh ,yogesh@xyz.com,1,Art of Resume Building,Attending,ADHIYAMAAN COLLEGE OF ENGINEERING,Whatsapp,College,Students,2023,Jhansi,6.9,4,0-2 Lakh,13,yes,1.0
Gouri,gouri@xyz.com,1,Art of Resume Building,Attending,"Vidyalankar Institute of Technology, Mumbai",Cloud Counselage Website,College,Students,2023,Mainpuri,6.7,5,0-2 Lakh,6,yes,1.0
Samiksha,samiksha@xyz.com,1,Art of Resume Building,Attending,Wilson college ,Whatsapp,College,Students,2026,Alipore,9.0,4,0-2 Lakh,15,no,1.0
SIDDHESH,siddhesh@xyz.com,1,Art of Resume Building,Attending,"LD College of engineering, Ahmedabad, Gujarat ",Whatsapp,College,Students,2024,Haora,7.2,7,0-2 Lakh,17,no,1.0
Pallavi,pallavi@xyz.com,1,Art of Resume Building,Attending,"LD College of engineering, Ahmedabad, Gujarat ",Cloud Counselage Website,College,Students,2025,Hugli,6.5,5,0-2 Lakh,13,no,1.0
Somnath,somnath@xyz.com,1,Art of Resume Building,Attending,G H Raisoni institut of engineering and technology pune,LinkedIn | Email,College,Students,2023,Kolkata,6.6,5,0-2 Lakh,11,no,1.0
Sayali,sayali@xyz.com,1,Art of Resume Building,Attending,GOVERNMENT POLYTECHNIC GANDHINAGAR,Others,College,Students,2024,Malda,9.5,4,0-2 Lakh,12,no,1.0
Chetan,chetan@xyz.com,1,Art of Resume Building,Attending,"B. K. Birla College of Arts, Science & Commerce (Autonomous), Kalyan",Email,College,Students,2023,Palashi,8.1,4,0-2 Lakh,10,no,1.0
Santosh,santosh@xyz.com,1,Art of Resume Building,Attending,"Vishwakarma Institute of Technology, Pune",Whatsapp,College,Students,2024,Santipur,9.7,4,0-2 Lakh,10,no,1.0
Sakshi,sakshi@xyz.com,1,Art of Resume Building,Attending,"Priyadarshini college of engineering, Nagpur ",Whatsapp,College,Students,2023,Silguri,9.1,3,0-2 Lakh,15,yes,1.0
Sudhir,sudhir@xyz.com,1,Art of Resume Building,Attending,New horizon institute of Technology and Management ,Whatsapp,College,Students,2025,Talmuk,7.8,4,0-2 Lakh,20,no ,1.0
VAIBHAVI,vaibhavi@xyz.com,1,Art of Resume Building,Attending,"Symbiosis Institute of Technology, Pune",Whatsapp,College,Students,2024,Siuri,8.5,7,0-2 Lakh,9,yes,1.0
Shweta,shweta@xyz.com,1,Art of Resume Building,Attending,"MIT Academy Of Engineering ,Alandi",Youtube | Email,College,Students,2023,Titagrah,8.7,4,0-2 Lakh,9,no,1.0
revati,revati@xyz.com,1,Art of Resume Building,Attending,A. C. Patil College of Engineering,Whatsapp,College,Students,2023,Orchha,8.3,4,0-2 Lakh,8,no,1.0
Manisha,manisha@xyz.com,1,Art of Resume Building,Attending,Wilson college ,Others,College,Students,2025,Sagar,9.4,5,0-2 Lakh,7,no,1.0
Pooja,pooja@xyz.com,1,Art of Resume Building,Attending,"LD College of engineering, Ahmedabad, Gujarat ",Whatsapp,College,Students,2026,Satna,8.6,7,0-2 Lakh,21,yes,1.0
Sandesh,sandesh@xyz.com,1,Art of Resume Building,Attending,DKTE Society's Textile And Engineering Institute Ichalkaranji,Youtube | Facebook | Instagram | LinkedIn | Whatsapp | Email | Cloud Counselage Website,College,Students,2025,Ujjain,8.5,7,0-2 Lakh,5,no,1.0
Pradnya ,pradnya@xyz.com,1,Art of Resume Building,Attending,AP SHAH INSTITUTE OF TECHNOLOGY ,Email,College,Students,2024,Akola,7.7,5,0-2 Lakh,21,no,1.0
Suhas,suhas@xyz.com,1,Art of Resume Building,Attending,Don Bosco College of Engineering Fatorda Goa,Whatsapp,College,Students,2023,Aurangabad,7.5,5,0-2 Lakh,8,no,1.0
Apurva,apurva@xyz.com,1,Art of Resume Building,Attending,Pillai College of Engineering New Panvel,Youtube,College,Students,2023,Bhandara,7.2,5,0-2 Lakh,7,no,1.0
Vaishnavi ,vaishnavi@xyz.com,1,Art of Resume Building,Attending,St Xavier's College ,Whatsapp,College,Students,2025,Bhsawal,7.6,7,0-2 Lakh,20,yes,1.0
Mayur,mayur@xyz.com,1,Art of Resume Building,Attending,"Vidyalankar Institute of Technology, Mumbai",Cloud Counselage Website,College,Students,2024,Bid,7.3,5,0-2 Lakh,9,yes,1.0
Ramita,ramita@xyz.com,1,Art of Resume Building,Attending,GOVERNMENT POLYTECHNIC GANDHINAGAR,Facebook,College,Students,2024,Jalgaon,6.6,7,0-2 Lakh,17,yes,1.0
Bhushan,bhushan@xyz.com,1,Art of Resume Building,Attending,"Vishwakarma Institute of Technology, Pune",Others,College,Students,2023,Thane,8.5,7,0-2 Lakh,21,no,1.0
Ganesh,ganesh@xyz.com,1,Art of Resume Building,Attending,"KLE Society's College of BCA, RLS Institute, Belagavi",Others,College,Students,2024,Navi Mumbai,7.7,5,0-2 Lakh,8,no,1.0
DHRUV,dhruv@xyz.com,1,Art of Resume Building,Attending,St.Francis Institute of Technology,Email | Cloud Counselage Website,College,Students,2025,Nagpur,7.9,5,0-2 Lakh,8,yes,1.0
yash,yash@xyz.com,1,Art of Resume Building,Attending,New horizon institute of Technology and Management ,Facebook | Whatsapp,College,Students,2023,Nanded,7.1,4,0-2 Lakh,7,no,1.0
Abhay,abhay@xyz.com,1,Art of Resume Building,Attending,"Symbiosis Institute of Technology, Pune",Email,College,Students,2023,Amritsar,7.7,3,0-2 Lakh,21,no,1.0
Shraddha,shraddha@xyz.com,1,Art of Resume Building,Attending,"MIT Academy Of Engineering ,Alandi",Whatsapp,College,Students,2024,Patiala,8.0,7,0-2 Lakh,30,no,1.0
Manan,manan@xyz.com,1,Art of Resume Building,Attending,A. C. Patil College of Engineering,Whatsapp,College,Students,2026,Sangrur,6.5,5,0-2 Lakh,24,no,1.0
Suraj,suraj@xyz.com,1,Art of Resume Building,Attending,LOKMANYA TILAK COLLEGE OF ENGINEERING KOPARKHAIRANE NAVI MUMBAI,Email,College,Students,2024,Jaipur,9.3,3,0-2 Lakh,18,yes,1.0
Kalyani,kalyani@xyz.com,1,Art of Resume Building,Attending,"Priyadarshini college of engineering, Nagpur ",Whatsapp,College,Students,2023,Jalor,6.9,7,0-2 Lakh,9,yes,1.0
Vaishnavi,vaishnavi@xyz.com,1,Art of Resume Building,Attending,"Priyadarshini college of engineering, Nagpur ",Whatsapp | Others,College,Students,2026,Jodhpur,8.3,7,0-2 Lakh,8,no,1.0
sarthak,sarthak@xyz.com,1,Art of Resume Building,Attending,adhiyamaan college of engineering,Email,College,Students,2023,Sikar,9.5,3,0-2 Lakh,8,no,1.0
Pratik ,pratik@xyz.com,1,Art of Resume Building,Attending,don bosco college of engineering fatorda goa,Whatsapp,College,Students,2024,Ahemdabad,9.6,5,0-2 Lakh,9,no,1.0
Asis ,asis@xyz.com,1,Art of Resume Building,Attending,pillai college of engineering new panvel,Whatsapp,College,Students,2023,Amreli,7.5,4,0-2 Lakh,9,no,1.0
Shivani ,shivani@xyz.com,1,Art of Resume Building,Attending,st xavier's college ,Others,Friends,Students,2024,Dwarka,7.9,3,0-2 Lakh,17,no,1.0
Prathamesh,prathamesh@xyz.com,1,Art of Resume Building,Attending,"s.i.e.s. graduate school of technology, nerul, navi mumbai",Email | Cloud Counselage Website,Friends,Students,2023,Jamnagar,9.6,7,0-2 Lakh,19,yes,1.0
Swapnil,swapnil@xyz.com,1,Art of Resume Building,Attending,g h raisoni institut of engineering and technology pune,Whatsapp,Friends,Students,2025,Junagadh,9.1,3,0-2 Lakh,15,yes,1.0
Sushant,sushant@xyz.com,1,Art of Resume Building,Attending,government polytechnic gandhinagar,Whatsapp,Friends,Students,2024,Kheda,7.3,4,0-2 Lakh,19,no ,1.0
Sharvari,sharvari@xyz.com,1,Art of Resume Building,Attending,"vishwakarma institute of technology, pune",Others,College,Students,2024,Nadiad,7.6,4,0-2 Lakh,12,yes,1.0
aman,aman@xyz.com,1,Art of Resume Building,Attending,"kle society's college of bca, rls institute, belagavi",Youtube | Whatsapp,College,Students,2023,Navsari,8.0,4,0-2 Lakh,23,yes,1.0
Archana,archana@xyz.com,1,Art of Resume Building,Attending,government polytechnic gandhinagar,Others,College,Students,2025,Rajkot,9.1,5,0-2 Lakh,9,no,1.0
Gauri,gauri@xyz.com,1,Art of Resume Building,Attending,"b. k. birla college of arts, science & commerce (autonomous), kalyan",Cloud Counselage Website,College,Students,2025,Surat,6.7,7,0-2 Lakh,7,no,1.0
Rahul,rahul@xyz.com,1,Art of Resume Building,Attending,st.francis institute of technology,Whatsapp,College,Students,2024,Faridabad,9.2,5,0-2 Lakh,22,no,1.0
Pramod,pramod@xyz.com,1,Art of Resume Building,Attending,new horizon institute of technology and management ,Email,College,Students,2023,Kunrool,7.9,5,0-2 Lakh,6,no,1.0
Vitthal,vitthal@xyz.com,1,Art of Resume Building,Attending,late g. n. sapkal college of engineering,Email,College,Students,2024,Tirupati,7.3,3,0-2 Lakh,9,no,1.0
Snehal,snehal@xyz.com,1,Art of Resume Building,Attending,a. c. patil college of engineering,Whatsapp,College,Students,2025,Guwahati,9.1,5,0-2 Lakh,17,no ,1.0
Shubhangi,shubhangi@xyz.com,1,Art of Resume Building,Attending,wilson college ,Others,College,Students,2026,Nagaon,6.9,4,0-2 Lakh,19,no ,1.0
Aniket,aniket@xyz.com,1,Art of Resume Building,Attending,"ld college of engineering, ahmedabad, gujarat ",Whatsapp,College,Students,2023,Tezpur,8.4,3,0-2 Lakh,13,yes,1.0
Apurva,apurva@xyz.com,1,Art of Resume Building,Attending,dkte society's textile and engineering institute ichalkaranji,Others,College,Students,2024,Sivasagar,6.7,7,0-2 Lakh,11,yes,1.0
Vaishnavi,vaishnavi@xyz.com,1,Art of Resume Building,Attending,"ld college of engineering, ahmedabad, gujarat ",Whatsapp,College,Students,2023,Burani,9.2,3,0-2 Lakh,12,no,1.0
Mayuri,mayuri@xyz.com,1,Art of Resume Building,Attending,g h raisoni institut of engineering and technology pune,Whatsapp | Others,College,Students,2024,Dehri,7.3,4,0-2 Lakh,10,no,1.0
Sukanya,sukanya@xyz.com,1,Art of Resume Building,Attending,government polytechnic gandhinagar,Whatsapp,College,Students,2025,Chapra,7.9,7,0-2 Lakh,10,no,1.0
Shubhangi ,shubhangi@xyz.com,1,Art of Resume Building,Attending,"b. k. birla college of arts, science & commerce (autonomous), kalyan",Youtube | Whatsapp,College,Students,2025,Darbhanga,9.9,5,0-2 Lakh,10,yes,1.0
Archana ,archana@xyz.com,1,Art of Resume Building,Attending,"vishwakarma institute of technology, pune",Youtube | Whatsapp | Email,College,Students,2026,Gaya,7.6,4,0-2 Lakh,15,no,1.0
Anuja,anuja@xyz.com,1,Art of Resume Building,Attending,"kle society's college of bca, rls institute, belagavi",Others,College,Students,2024,Haijipur,9.3,5,0-2 Lakh,12,no,1.0
OMKAR,omkar@xyz.com,1,Art of Resume Building,Attending,"priyadarshini college of engineering, nagpur ",Whatsapp,College,Students,2024,Jamalpur,6.4,4,0-2 Lakh,20,no,1.0
Sudarshan,sudarshan@xyz.com,1,Art of Resume Building,Attending,st.francis institute of technology,Whatsapp | Email,College,Students,2023,Kaithar,8.4,7,0-2 Lakh,21,no,1.0
Priyanka,priyanka@xyz.com,1,Art of Resume Building,Attending,late g. n. sapkal college of engineering,Whatsapp | Others,College,Students,2025,Munger,7.8,3,0-2 Lakh,9,yes,1.0
Dipak,dipak@xyz.com,1,Art of Resume Building,Attending,"symbiosis institute of technology, pune",Whatsapp,College,Students,2025,Patna,8.7,3,0-2 Lakh,8,yes,1.0
Omkar,omkar@xyz.com,1,Art of Resume Building,Attending,wilson college ,Whatsapp,College,Students,2026,Siwan,8.0,5,0-2 Lakh,5,yes,1.0
Manasi,manasi@xyz.com,1,Art of Resume Building,Attending,"ld college of engineering, ahmedabad, gujarat ",Youtube | Email,College,Students,2024,Chandigarh,8.5,7,0-2 Lakh,16,yes,1.0
Manali,manali@xyz.com,1,Art of Resume Building,Attending,"ld college of engineering, ahmedabad, gujarat ",Whatsapp,College,Students,2025,Bhilai,9.1,7,0-2 Lakh,19,no,1.0
Sushmita ,sushmita@xyz.com,1,Art of Resume Building,Attending,d y patil institute of mca and management akurdi pune,Cloud Counselage Website,College,Students,2024,Durg,9.7,5,0-2 Lakh,7,no,1.0
Harshal,harshal@xyz.com,1,Art of Resume Building,Attending,ap shah institute of technology ,Whatsapp,College,Students,2023,Raipur,8.7,7,0-2 Lakh,20,yes,1.0
saurabh,saurabh@xyz.com,1,Art of Resume Building,Attending,don bosco college of engineering fatorda goa,Whatsapp,College,Students,2025,Daman,6.5,5,0-2 Lakh,9,no,1.0
Gayatri,gayatri@xyz.com,1,Art of Resume Building,Attending,st xavier's college ,Whatsapp,College,Students,2024,Silvassa,9.3,4,0-2 Lakh,24,no,1.0
Rucha,rucha@xyz.com,1,Art of Resume Building,Attending,"vidyalankar institute of technology, mumbai",Whatsapp,College,Students,2023,Delhi,7.6,5,0-2 Lakh,17,no,1.0
Suvarna,suvarna@xyz.com,1,Art of Resume Building,Attending,"s.i.e.s. graduate school of technology, nerul, navi mumbai",Whatsapp,College,Students,2023,New Delhi,6.5,7,0-2 Lakh,11,no,1.0
Rutuja,rutuja@xyz.com,1,Art of Resume Building,Attending,g h raisoni institut of engineering and technology pune,Whatsapp,College,Students,2024,Panji,8.7,4,0-2 Lakh,21,yes,1.0
Kiran,kiran@xyz.com,1,Art of Resume Building,Attending,government polytechnic gandhinagar,Whatsapp,College,Students,2025,Madgaon,9.1,4,0-2 Lakh,8,yes,1.0
Shraddha,shraddha@xyz.com,1,Art of Resume Building,Attending,"vishwakarma institute of technology, pune",Whatsapp,College,Students,2023,Amreli,7.3,4,0-2 Lakh,8,no ,1.0
Monika,monika@xyz.com,1,Art of Resume Building,Attending,"priyadarshini college of engineering, nagpur ",Whatsapp,College,Students,2026,Godhra,7.1,7,0-2 Lakh,25,yes,1.0
Rohit,rohit@xyz.com,1,Art of Resume Building,Attending,late g. n. sapkal college of engineering,Whatsapp | Email,College,Students,2025,Kheda,9.9,7,0-2 Lakh,24,no,1.0
Ayush,ayush@xyz.com,1,Art of Resume Building,Attending,"symbiosis institute of technology, pune",Whatsapp,College,Students,2025,Morbi,9.3,5,0-2 Lakh,8,yes,1.0
